suburb,tier,latitude,longitude,distance_to_cbd_km,bedrooms,bathrooms,size_sqm,plot_size_sqm,house_age,has_pool,has_borehole,has_solar,walled,price_usd
Marlborough,middle,-17.77894963672408,30.954602748702115,11.18,4,4,140,994,21,0,1,0,1,234242.53
Borrowdale,premium,-17.735860276875915,31.09592344276287,11.87,4,3,269,1319,27,1,1,0,1,610197.59
Greendale,upper-mid,-17.78896669016669,31.132550264533897,10.38,5,4,308,1846,21,0,1,0,1,439749.37
Avondale,upper-mid,-17.790921526474875,31.033038920406227,4.63,5,4,172,1082,27,0,1,0,1,350205.8
Highlands,upper-mid,-17.788684868551105,31.07010507530043,5.4,3,3,180,995,18,1,1,1,1,466788.5
Borrowdale,premium,-17.74489592878256,31.103464669652958,11.4,4,4,373,1424,37,0,1,1,1,655183.25
Belvedere,middle,-17.848024905501777,31.01064004450336,4.1,3,3,119,571,7,0,1,0,1,179218.06
Avondale,upper-mid,-17.786451676095812,31.028191112253378,5.26,6,5,261,1618,27,1,1,0,1,406195.4
Avondale,upper-mid,-17.79646362092792,31.02871395401299,4.21,3,3,355,1457,24,1,0,0,1,317635.32
Highlands,upper-mid,-17.793115364637856,31.062034180045682,4.58,4,4,400,2614,9,0,1,1,1,499914.23
Marlborough,middle,-17.776929139683737,30.953774188185907,11.38,5,4,216,1103,22,0,0,0,1,281218.55
Avondale,upper-mid,-17.791778443035092,31.028611031941928,4.69,2,1,202,968,32,1,1,1,1,239592.69
Avondale,upper-mid,-17.790814384561486,31.031469124276406,4.69,1,1,287,1796,25,0,1,1,1,227070.68
Avonlea,middle,-17.76501848247832,30.99234009294503,9.21,4,4,173,894,21,0,1,1,1,224274.23
Borrowdale,premium,-17.738409782187368,31.102770230791126,11.98,5,4,392,958,29,0,1,1,1,716673.55
Glen View,township,-17.9309096909595,30.961589501815524,14.19,3,3,56,493,17,0,1,0,0,45692.1
Glen Lorne,premium,-17.741826044202618,31.185197810662146,17.85,4,4,243,1268,0,0,1,1,1,602274.68
Avondale,upper-mid,-17.789580140155614,31.032653855631903,4.79,1,1,352,1049,40,0,1,1,1,228168.62
Highlands,upper-mid,-17.79052570948319,31.072316172893906,5.35,4,4,178,830,27,0,1,0,1,427335.09
Marlborough,middle,-17.77659405288598,30.949590617426875,11.77,5,5,186,489,6,0,0,1,1,299110.25
Vainona,upper-mid,-17.783264432479893,31.083379892608377,6.68,2,2,374,744,16,0,1,1,1,346922.89
Mufakose,township,-17.906370945808227,30.969925545238535,11.55,2,1,56,200,0,0,0,0,1,45545.18
Greendale,upper-mid,-17.78627541758316,31.12419584257672,9.75,4,3,265,1896,15,1,1,1,1,487753.76
Belvedere,middle,-17.84530073208698,31.019449041090628,3.14,2,1,188,684,24,0,1,0,1,153717.89
Highlands,upper-mid,-17.790317056141554,31.072200754211305,5.36,4,3,94,494,30,1,0,0,1,381396.34
Borrowdale,premium,-17.740123475224298,31.10688207887046,12.04,4,3,173,836,33,0,1,1,1,450400.34
Greendale,upper-mid,-17.786810400113108,31.133955599011006,10.62,3,2,242,1043,18,0,0,1,1,337959.71
Marlborough,middle,-17.778270992685947,30.950931737371707,11.56,5,5,214,561,19,0,1,0,1,313036.4
Avondale,upper-mid,-17.783221916590307,31.0410838955989,5.33,1,1,189,1112,34,1,1,0,1,217113.56
Kambuzuma,township,-17.860097291147802,30.960135957642997,9.55,2,1,77,310,9,0,0,0,1,36777.39
Belvedere,middle,-17.853441304740624,31.01860269616456,3.75,4,4,141,744,32,0,0,0,1,179911.5
Budiriro,township,-17.943720218321218,30.942856039223276,16.55,3,2,104,643,28,0,0,0,1,35367.02
Vainona,upper-mid,-17.783766415462022,31.080132980268928,6.44,2,1,225,535,0,0,1,0,1,329658.78
Mabelreign,middle,-17.809896704524448,31.002528393573453,5.07,1,1,112,602,11,0,1,0,1,106482.04
Marlborough,middle,-17.77453784320608,30.952974989256287,11.59,5,4,205,468,43,0,0,0,1,229773.8
Avonlea,middle,-17.769460887610304,30.99269735022889,8.8,6,6,170,987,23,0,1,0,1,246581.35
Budiriro,township,-17.937828699692613,30.93915958686103,16.33,4,4,108,653,12,0,0,0,1,50672.56
Belvedere,middle,-17.85532638097426,31.017928030285393,3.94,2,1,85,293,0,0,0,0,1,132876.92
Glen View,township,-17.935403064449712,30.96162028580028,14.58,1,1,90,200,25,0,0,0,1,29850.19
Hatfield,middle,-17.87207309090845,31.087317912294356,6.4,2,1,247,1434,8,0,0,0,1,145793.73
Mt Pleasant,premium,-17.77894991460601,31.020949109173568,6.32,5,5,281,888,19,0,1,0,1,529833.6
Belvedere,middle,-17.85568768583977,31.020016477016984,3.81,1,1,181,1153,28,0,0,0,0,108607.62
Avondale,upper-mid,-17.784412381449897,31.02418643634152,5.63,6,5,284,1556,0,0,0,1,1,425335.79
Glen View,township,-17.92864074456346,30.963779738597708,13.85,2,2,71,399,16,0,1,0,1,43073.27
Mabelreign,middle,-17.80665325477748,30.998485028696944,5.62,1,1,215,586,0,1,0,1,1,137550.06
Mt Pleasant,premium,-17.780589118331022,31.013876064245324,6.5,5,4,184,888,32,1,1,0,1,537550.97
Mt Pleasant,premium,-17.776719992220894,31.034716106787844,6.13,6,5,427,2869,20,0,1,1,1,656876.9
Glen Lorne,premium,-17.745384773757856,31.190459513581565,18.11,2,2,289,1202,26,1,1,1,1,477202.05
Marlborough,middle,-17.77502619007697,30.939853634171442,12.75,7,6,129,605,31,0,0,0,1,286880.65
Glen Lorne,premium,-17.745351447914214,31.182187779848178,17.37,6,6,400,1574,7,1,1,1,1,809117.32
Hatfield,middle,-17.867935538926922,31.08488665543765,5.89,1,1,188,624,19,0,0,0,1,124238.63
Marlborough,middle,-17.78091142445082,30.948419978878665,11.64,5,4,211,1058,13,0,1,0,0,309937.1
Mabelreign,middle,-17.816758068741862,31.002277857018914,4.79,2,2,141,612,3,0,1,0,1,133211.5
Vainona,upper-mid,-17.777705473917585,31.077166383157248,6.83,2,1,275,855,17,0,1,1,1,328493.83
Marlborough,middle,-17.780594299768868,30.94608727680409,11.88,2,1,125,200,2,0,0,0,1,195611.63
Mt Pleasant,premium,-17.774427892064907,31.016701231617287,6.97,3,2,435,2012,34,0,1,0,1,431217.97
Mufakose,township,-17.910669735764753,30.95991639768826,12.63,5,4,54,302,17,0,0,0,0,54401.27
Ballantyne Park,premium,-17.75649698420725,31.08718920897258,9.41,2,1,354,2233,16,1,1,1,1,471377.32
Mt Pleasant,premium,-17.783681593234,31.029459975710843,5.51,3,2,477,1504,11,0,1,1,1,487808.83
Highlands,upper-mid,-17.792082565494855,31.07552819356015,5.4,1,1,237,1681,34,0,1,1,0,285004.87
Mabelreign,middle,-17.800949115077962,30.995207550517847,6.24,3,2,154,450,28,0,0,0,1,103225.96
Mt Pleasant,premium,-17.784103908652302,31.017705768801775,5.96,2,1,383,1692,13,0,1,1,1,450750.79
Avonlea,middle,-17.772187311479705,30.987186923939685,8.96,6,5,140,615,18,0,0,0,1,280711.63
Hatfield,middle,-17.87004589804984,31.08882641206248,6.35,2,2,178,664,22,0,0,0,1,121552.77
Hatfield,middle,-17.866700018183604,31.08705777567635,5.96,4,4,171,985,37,0,1,0,1,153831.07
Ballantyne Park,premium,-17.761949204895473,31.079112237665704,8.49,1,1,200,1217,28,1,1,1,1,340826.03
Glen Lorne,premium,-17.742268921209178,31.18096336106597,17.45,1,1,399,2627,0,1,1,1,1,631493.46
Avondale,upper-mid,-17.79200566394793,31.03198301601551,4.55,2,1,308,2598,36,0,1,0,1,279481.1
Highlands,upper-mid,-17.788335042792983,31.07160988647802,5.52,2,2,180,1631,0,0,1,0,1,410316.83
Belvedere,middle,-17.84844184946509,31.023760345431196,2.97,2,2,215,844,0,1,1,0,0,151482.5
Greendale,upper-mid,-17.78397153872492,31.124769805836877,9.93,4,3,324,2028,11,1,1,0,1,469516.38
Avondale,upper-mid,-17.78310985563589,31.02755525065119,5.64,3,3,244,1378,4,0,1,0,1,360934.61
Mt Pleasant,premium,-17.77437935279381,31.02313555856082,6.71,4,4,264,1590,25,1,1,1,1,575932.81
Avonlea,middle,-17.770393875227487,30.99139998388214,8.81,3,2,201,536,16,0,1,1,1,213406.19
Ballantyne Park,premium,-17.758765397156296,31.076705661147063,8.71,2,1,355,1664,17,1,1,0,1,406471.4
Belvedere,middle,-17.85135415026544,31.01497487601215,3.9,1,1,291,1894,17,0,0,1,1,144759.01
Glen Lorne,premium,-17.750185580547257,31.178379905636156,16.74,5,5,317,1290,18,0,1,1,1,673323.2
Budiriro,township,-17.94232145253276,30.940854238229914,16.57,2,2,122,451,35,0,0,0,1,29317.57
Belvedere,middle,-17.84657151012525,31.018391537205858,3.31,6,6,104,363,15,0,0,1,1,257322.24
Ballantyne Park,premium,-17.75900464976232,31.077045521132984,8.69,2,1,280,1509,27,0,1,0,1,331026.18
Borrowdale,premium,-17.741869311499702,31.101440087486477,11.57,1,1,504,1578,17,1,0,0,1,496591.31
Vainona,upper-mid,-17.775639955016246,31.085824167357575,7.52,6,6,374,2042,23,0,1,0,1,500314.81
Ballantyne Park,premium,-17.756999977975962,31.079901570565234,9.02,2,1,304,1683,22,0,0,0,1,346503.68
Highlands,upper-mid,-17.78326239848459,31.073795541444138,6.12,1,1,210,1344,29,0,1,1,1,303711.2
Mufakose,township,-17.91509752802684,30.960163117812144,12.96,2,2,84,574,20,0,0,0,1,41393.27
Avonlea,middle,-17.768073065831313,30.98842586035685,9.21,3,3,142,457,12,0,1,0,1,213738.15
Ballantyne Park,premium,-17.75403451044547,31.07396910219149,9.09,3,2,364,2275,22,1,1,1,1,468885.88
Marlborough,middle,-17.784259318377845,30.94690604791598,11.61,3,2,269,1208,23,0,0,0,1,196729.8
Highlands,upper-mid,-17.79146222145156,31.0674733939181,5.0,4,3,280,1311,26,0,0,1,1,431453.79
Budiriro,township,-17.940870085276597,30.942856958165304,16.31,1,1,61,286,28,0,0,0,1,26710.7
Borrowdale,premium,-17.739925349660247,31.093747535373872,11.37,3,2,264,1912,23,0,1,1,1,512211.52
Hatfield,middle,-17.864673957441056,31.09552540458029,6.53,2,1,199,1331,53,0,0,1,1,114632.12
Hatfield,middle,-17.873646644230345,31.089816862336388,6.71,2,1,208,1010,0,0,0,0,1,156501.22
Glen Lorne,premium,-17.744200064166584,31.182491831746745,17.47,1,1,381,2777,32,0,1,1,1,466250.98
Ballantyne Park,premium,-17.76438710393568,31.08833136021821,8.71,4,4,314,1439,23,0,1,1,1,534624.22
Greendale,upper-mid,-17.793048591584874,31.12557016385422,9.52,2,2,301,1867,18,0,1,1,1,303272.63
Mufakose,township,-17.90464507823316,30.959748105805943,12.18,1,1,40,210,43,0,0,0,0,22023.31
Marlborough,middle,-17.769484742084227,30.950222401362435,12.14,3,3,261,972,22,0,0,1,1,223127.45
Belvedere,middle,-17.849472507762542,31.0168264743896,3.62,2,2,125,598,27,0,0,0,1,133006.54
Mabelreign,middle,-17.814580156476737,31.00716345757656,4.4,6,6,163,1020,14,0,0,0,1,181473.79
Mabelreign,middle,-17.805385115466148,30.996191148140277,5.9,4,4,104,443,0,0,1,0,1,168978.84
Avondale,upper-mid,-17.792274921877247,31.0277209441315,4.68,3,3,204,1218,0,0,0,0,1,335312.07
Marlborough,middle,-17.780762088119744,30.949913683287512,11.51,3,3,225,1307,10,0,1,1,1,242238.74
Hatfield,middle,-17.85928142767972,31.09834053399141,6.46,2,2,232,1316,28,0,1,0,0,115212.93
Highlands,upper-mid,-17.790689557710365,31.07193780272691,5.31,3,2,277,1154,29,0,1,0,1,348521.04
Mufakose,township,-17.913751495881037,30.959275770551535,12.92,1,1,96,415,38,0,0,0,1,29387.92
Borrowdale,premium,-17.732702952344084,31.09906202614584,12.34,6,6,502,2162,23,1,1,0,1,840814.32
Highlands,upper-mid,-17.78623128607382,31.068976829428593,5.59,4,3,297,894,7,0,1,1,1,471275.35
Mabelreign,middle,-17.806237174467636,31.00633127978803,4.93,4,4,132,565,3,0,0,1,1,170497.13
Vainona,upper-mid,-17.779386020594668,31.075833687602767,6.6,2,2,358,2132,11,0,0,1,1,455630.53
Ballantyne Park,premium,-17.766284679683654,31.077970160159705,8.0,2,1,365,859,19,1,1,1,1,430905.56
Ballantyne Park,premium,-17.76050992440377,31.07850916814248,8.6,2,2,361,2027,29,1,1,0,1,379678.75
Marlborough,middle,-17.776336242193512,30.94397912705768,12.3,5,4,149,1224,24,0,1,0,1,236264.41
Mabelreign,middle,-17.810335139888352,31.003193824276376,4.99,2,2,188,1071,38,0,1,0,1,121473.85
Glen Lorne,premium,-17.7436385298844,31.1763404427586,16.96,3,3,332,792,28,0,1,1,1,514796.82
Borrowdale,premium,-17.739656960421325,31.097163521368568,11.56,3,2,441,3515,21,0,1,1,1,734020.56
Avondale,upper-mid,-17.787325368465222,31.03645142180626,4.94,4,4,237,1359,23,0,1,1,1,302069.84
Kambuzuma,township,-17.863861432390276,30.96155239476396,9.56,2,1,68,464,5,0,0,0,0,39120.17
Vainona,upper-mid,-17.791703060908006,31.086220837851343,6.18,2,2,173,1325,23,0,1,1,1,347193.21
Kambuzuma,township,-17.86276658850074,30.96059639706435,9.61,1,1,51,274,37,0,0,0,0,26096.09
Mufakose,township,-17.907589939351343,30.960356984563106,12.36,3,2,102,519,20,0,1,0,1,43779.61
Vainona,upper-mid,-17.78598625005705,31.078319486691736,6.12,3,2,285,1592,16,0,1,1,1,419735.99
Mabelreign,middle,-17.812700665595255,30.998239060748798,5.35,4,4,175,1230,19,0,0,0,1,162903.67
Belvedere,middle,-17.852931948263404,31.016143895188286,3.91,1,1,171,1043,19,0,1,0,1,137360.1
Marlborough,middle,-17.787017409823868,30.9518109953745,11.01,5,5,202,765,26,0,1,1,1,273595.09
Avondale,upper-mid,-17.798560738122394,31.03988959123274,3.65,3,2,292,2162,17,0,1,1,1,314421.55
Mabelreign,middle,-17.81064303672442,31.003075454457292,4.98,3,2,182,820,17,0,0,0,1,127045.83
Mabelreign,middle,-17.81002285130215,30.99630076884479,5.66,4,3,132,817,36,0,0,0,1,123393.26
Hatfield,middle,-17.874819665240814,31.094943687031908,7.19,3,2,174,690,0,0,1,0,0,139853.94
Budiriro,township,-17.94150451820992,30.934428853120032,16.97,3,2,64,274,52,0,0,0,1,29808.14
Avondale,upper-mid,-17.791258018324218,31.032838094030318,4.6,1,1,304,1912,22,1,1,1,1,319222.11
Mabelreign,middle,-17.808116998525286,30.999534105063464,5.44,1,1,168,545,29,0,0,0,0,88887.68
Mufakose,township,-17.909934638543294,30.963688466467758,12.29,1,1,116,792,41,0,0,0,0,27969.94
Highlands,upper-mid,-17.78855925472957,31.071160258559015,5.47,3,3,150,536,47,0,1,0,1,282371.32
Borrowdale,premium,-17.737672051068067,31.103174923876875,12.07,3,2,372,2068,20,0,1,1,1,595158.29
Greendale,upper-mid,-17.781164139167284,31.122575823346466,9.91,2,1,300,1493,43,0,1,0,0,230148.37
Mufakose,township,-17.907789516871386,30.963877014403803,12.11,4,4,88,638,6,0,0,0,1,58829.66
Vainona,upper-mid,-17.77866522262907,31.0773410192264,6.75,4,3,227,1138,24,1,1,1,1,379109.63
Belvedere,middle,-17.853081095172133,31.016839390819985,3.86,1,1,198,615,30,0,0,0,1,105204.23
Borrowdale,premium,-17.745822363582093,31.09989709405681,11.11,1,1,367,1271,19,0,1,1,1,574644.54
Greendale,upper-mid,-17.782768673303252,31.135330534894443,10.96,2,2,299,1158,35,0,0,0,1,275953.77
Avonlea,middle,-17.773642640758883,30.982493539361727,9.19,2,1,82,589,10,0,0,0,1,183820.87
Mt Pleasant,premium,-17.777678052531495,31.02129028980664,6.44,6,5,469,1640,17,1,1,0,1,616495.43
Glen View,township,-17.933382116411494,30.975039955236575,13.58,3,2,105,422,6,0,0,0,1,43831.41
Ballantyne Park,premium,-17.7599393378706,31.079013250384357,8.68,7,6,381,1459,12,1,1,1,1,612427.42
Glen View,township,-17.924492532780143,30.970973069276365,13.02,3,2,64,432,29,0,0,0,1,36126.8
Highlands,upper-mid,-17.788611235251064,31.065417966241306,5.19,2,2,304,1537,45,1,1,0,1,277702.21
Budiriro,township,-17.939727675627147,30.932962134314913,16.93,2,2,126,438,17,0,0,0,0,34636.21
Avonlea,middle,-17.767558168110302,30.99225449877797,9.0,1,1,248,1003,17,0,0,0,1,196887.91
Glen Lorne,premium,-17.73487496866191,31.18513245174764,18.29,6,6,416,2776,21,1,1,1,1,845345.44
Glen Lorne,premium,-17.742162140686258,31.179855399619974,17.36,3,3,198,888,25,1,1,1,1,410792.33
Glen Lorne,premium,-17.747147642995515,31.17394577222674,16.53,1,1,387,1717,15,1,0,0,1,504820.73
Avonlea,middle,-17.770542224444313,30.987038176158627,9.1,5,5,140,849,8,0,1,0,1,291175.31
Mabelreign,middle,-17.807355828508463,31.006344684845804,4.86,2,1,198,1056,25,0,0,0,1,114607.86
Greendale,upper-mid,-17.786428984414684,31.131729472507587,10.43,2,2,381,833,20,0,1,0,1,338848.08
Avondale,upper-mid,-17.789425320955438,31.03301488944379,4.79,1,1,336,2107,24,0,1,1,0,299553.88
Avonlea,middle,-17.769008380664992,30.984828836048187,9.39,1,1,156,1029,18,0,0,0,0,153111.57
Marlborough,middle,-17.77982856228876,30.947681506759483,11.77,4,3,218,1121,11,0,0,0,1,217703.26
Belvedere,middle,-17.85029628291968,31.01962444620223,3.44,3,3,221,914,30,0,1,0,0,156577.38
Avondale,upper-mid,-17.792632651790196,31.022813701976517,4.87,1,1,338,2800,6,0,1,0,1,338891.67
Hatfield,middle,-17.871567772562116,31.08729125317811,6.35,4,4,173,1346,15,0,1,1,1,166404.21
Budiriro,township,-17.93545607038884,30.939597430740715,16.1,5,4,109,611,5,0,0,0,1,51474.27
Greendale,upper-mid,-17.78485056798413,31.133077161907384,10.64,4,3,355,2531,27,0,1,1,1,382589.39
Borrowdale,premium,-17.745052354819446,31.101103284316718,11.25,7,6,296,1972,15,1,1,1,1,867601.8
Mt Pleasant,premium,-17.778100021445216,31.028968931049548,6.12,1,1,263,940,18,0,1,0,1,362596.23
Marlborough,middle,-17.775294116941737,30.948781297802945,11.92,1,1,198,829,29,0,0,0,1,151377.67
Greendale,upper-mid,-17.786404543251244,31.133493278074877,10.6,3,2,181,1041,19,0,1,1,1,320701.05
Kambuzuma,township,-17.85617458236644,30.966787616902973,8.74,5,5,93,615,39,0,0,0,1,46347.82
Avonlea,middle,-17.769352280742577,30.98966419180011,9.02,5,5,147,434,1,0,1,1,1,287689.1
Marlborough,middle,-17.77406081872453,30.951220140842377,11.78,4,4,185,1221,37,1,1,0,1,228604.6
Mabelreign,middle,-17.80976730191628,31.003656984444092,4.97,2,1,170,806,22,0,0,0,1,100258.26
Highlands,upper-mid,-17.790679708274524,31.073899787507518,5.43,1,1,147,817,0,0,1,1,1,331449.14
Mabelreign,middle,-17.80664625526796,30.99899133163351,5.57,3,3,217,1304,21,0,1,0,1,144396.51
Borrowdale,premium,-17.737920269918796,31.09199510888626,11.48,3,2,344,1544,35,1,1,0,1,584827.77
Avonlea,middle,-17.772175676234937,30.99901577666868,8.15,3,2,191,884,18,0,0,0,1,200933.77
Kambuzuma,township,-17.860569443075722,30.953481557525723,10.23,2,1,99,713,0,0,0,0,1,43837.66
Mabelreign,middle,-17.813589088369472,31.001501927310457,5.0,5,5,215,765,10,0,1,0,1,195817.61
Mabelreign,middle,-17.812474288558263,30.999939879149565,5.2,5,4,155,992,11,0,0,0,1,139570.6
Greendale,upper-mid,-17.79321110727644,31.131334598334934,10.06,4,4,243,1342,24,0,1,1,1,433432.89
Mabelreign,middle,-17.808695705039813,30.992403770695706,6.1,2,1,182,605,6,0,0,1,1,131000.41
Marlborough,middle,-17.78426956234782,30.950206603684542,11.3,2,2,170,846,29,0,1,0,1,192877.52
Avonlea,middle,-17.77308073925873,30.984331576082464,9.1,3,3,239,969,4,0,0,0,0,227905.21
Glen Lorne,premium,-17.747035866649863,31.169617985049758,16.16,4,3,286,885,22,1,1,1,1,447001.95
Highlands,upper-mid,-17.78351900357849,31.065333320123486,5.7,4,4,234,264,0,0,1,1,1,448509.52
Marlborough,middle,-17.780362200099358,30.946317439057687,11.87,3,3,187,1165,16,0,0,0,1,247161.02
Glen Lorne,premium,-17.74338102254021,31.18290846238805,17.55,2,1,439,742,12,1,1,0,1,547470.52
Hatfield,middle,-17.866850395322366,31.09556208675503,6.67,1,1,144,1503,10,1,1,0,1,149200.35
Mabelreign,middle,-17.808991114844115,30.991376485126878,6.18,2,1,179,1136,35,0,0,0,1,94126.66
Glen View,township,-17.931074993344946,30.97383040522161,13.44,3,3,71,230,32,0,0,0,1,40329.78
Mt Pleasant,premium,-17.778974791713257,31.019360185503864,6.39,3,3,244,1192,11,0,1,1,1,557788.68
Kambuzuma,township,-17.860153982677353,30.955964061110645,9.97,3,3,133,701,30,0,0,0,0,41514.34
Glen Lorne,premium,-17.744637068380417,31.18571116306796,17.73,3,2,438,1924,37,1,1,0,1,492848.87
Avondale,upper-mid,-17.784351907629592,31.02260693612009,5.7,1,1,329,1587,42,0,1,1,1,232286.0
Mabelreign,middle,-17.810076244427616,31.008124788519364,4.54,4,4,162,619,16,0,0,0,1,160930.69
Glen Lorne,premium,-17.74451134079511,31.18637680117171,17.79,5,5,278,1531,3,1,1,0,1,713332.16
Borrowdale,premium,-17.736655157878413,31.092193954437796,11.62,1,1,382,2427,24,1,1,1,1,554717.07
Borrowdale,premium,-17.73517951866101,31.092567956141753,11.79,4,3,446,3412,17,1,0,1,1,647813.59
Marlborough,middle,-17.772706316077695,30.952918565907037,11.71,1,1,195,1211,0,0,0,0,1,203227.5
Mabelreign,middle,-17.816221895075437,31.005311192964804,4.51,2,2,199,938,1,0,0,1,1,129615.91
Mt Pleasant,premium,-17.77623454569208,31.03645386191209,6.16,3,2,349,2518,21,1,1,1,1,458885.63
Mt Pleasant,premium,-17.776577335081008,31.019080259321807,6.64,5,4,208,1356,27,1,1,1,1,545079.13
Avonlea,middle,-17.76823063236147,30.992194019070904,8.94,3,3,224,1081,15,0,0,0,0,224007.64
Highlands,upper-mid,-17.787334369021426,31.05759925929439,5.04,3,3,380,1636,11,1,0,1,1,446553.69
Hatfield,middle,-17.865755019963128,31.086158919474833,5.82,4,3,194,818,12,0,1,0,1,180081.43
Kambuzuma,township,-17.859719806869798,30.961834920544117,9.36,3,3,87,300,26,0,1,0,0,44799.99
Hatfield,middle,-17.876657424331192,31.081224085681537,6.36,6,5,213,782,15,0,1,0,1,182226.94
Mufakose,township,-17.90501643846349,30.963562610112692,11.92,2,1,81,441,27,0,0,0,0,33186.32
Marlborough,middle,-17.779735025458766,30.953802042683744,11.21,4,4,187,1149,0,0,0,0,1,322034.62
Mabelreign,middle,-17.811985905930314,31.001825261980553,5.04,1,1,255,878,16,0,0,0,1,126276.76
Ballantyne Park,premium,-17.76676227962484,31.081458366661803,8.12,2,2,344,1030,11,1,1,1,1,452755.87
Glen Lorne,premium,-17.744564129906205,31.17879286405116,17.12,1,1,437,2447,25,1,1,1,1,485512.15
Belvedere,middle,-17.848083247979275,31.022783395333036,3.02,3,2,205,1214,38,1,0,0,1,178843.49
Glen Lorne,premium,-17.74405347727084,31.184697893688043,17.67,2,2,498,2027,12,1,1,1,1,605793.37
Glen View,township,-17.93055800565768,30.967526131398696,13.78,2,2,119,503,28,0,0,0,1,40150.1
Belvedere,middle,-17.846187663584367,31.017492415012143,3.37,3,2,185,301,15,0,0,1,1,177968.52
Kambuzuma,township,-17.863646769967836,30.953075865443513,10.38,2,2,88,289,15,0,0,0,0,43575.82
Vainona,upper-mid,-17.774683191383907,31.080581199184103,7.31,6,6,206,856,20,0,0,0,1,453895.97
Avondale,upper-mid,-17.795095205929478,31.03241351831005,4.21,1,1,282,740,16,1,1,1,1,305343.82
Hatfield,middle,-17.870333669490762,31.093684355208485,6.76,1,1,150,396,50,0,0,0,1,79848.44
Highlands,upper-mid,-17.792893723118603,31.071560495396284,5.09,5,4,328,2044,30,0,1,0,1,446448.07
Marlborough,middle,-17.785043810471663,30.952034023153637,11.09,1,1,238,869,46,0,0,0,1,142362.49
Belvedere,middle,-17.851870856861947,31.020412506972164,3.49,5,4,161,742,28,0,0,0,1,194475.57
Budiriro,township,-17.939566946792738,30.937258951513137,16.6,1,1,94,560,20,0,0,0,0,31235.32
Hatfield,middle,-17.867237014237755,31.09321709583076,6.5,4,4,211,787,40,0,1,0,1,142619.85
Mt Pleasant,premium,-17.77318213744892,31.02123105433666,6.9,3,2,364,1982,33,1,1,1,1,409647.24
Avondale,upper-mid,-17.78758220839484,31.030012955185406,5.08,5,4,316,1939,17,1,1,1,1,433988.25
Avonlea,middle,-17.765535575794313,30.995484098890717,8.97,4,4,166,1007,11,0,0,0,1,229690.86
Ballantyne Park,premium,-17.765385224915207,31.078729489391893,8.12,4,3,302,913,25,0,1,1,1,435840.75
Avondale,upper-mid,-17.794265816911075,31.02911712793395,4.42,5,4,349,2168,18,0,1,1,1,413875.34
Vainona,upper-mid,-17.77412035402538,31.0762611771334,7.14,8,6,241,607,16,0,1,1,1,590767.74
Mt Pleasant,premium,-17.78435335056755,31.020170797327555,5.81,4,3,316,842,34,1,1,1,1,451625.16
Marlborough,middle,-17.783788915981976,30.960638644486586,10.36,3,3,172,1074,16,0,1,0,0,218103.14
Ballantyne Park,premium,-17.75967347326826,31.08361758771671,8.92,6,5,205,923,19,1,1,0,1,589813.15
Avonlea,middle,-17.771701772045848,30.993430714753586,8.56,1,1,179,1053,0,1,0,0,1,211771.35
Ballantyne Park,premium,-17.765784788695335,31.078022231728827,8.05,3,3,383,2243,16,0,1,1,1,493097.03
Hatfield,middle,-17.866150979479844,31.090315447809314,6.19,4,3,192,1494,14,0,1,0,1,177786.31
Highlands,upper-mid,-17.789076384644837,31.072409509392788,5.49,5,4,301,1494,9,1,1,1,1,499903.76
Glen View,township,-17.930497866817632,30.97386134091317,13.38,3,3,92,374,23,0,0,0,0,43671.41
Borrowdale,premium,-17.737311374185655,31.099727978948028,11.92,1,1,169,771,19,0,1,0,1,495077.17
Marlborough,middle,-17.775860677124218,30.949949609448907,11.78,3,3,250,1625,37,0,0,0,1,245637.4
Vainona,upper-mid,-17.784146594895,31.08046078898436,6.42,3,2,313,2261,5,0,0,1,1,428426.82
Highlands,upper-mid,-17.795208065225516,31.065014265605477,4.51,3,3,196,494,32,0,0,1,1,339950.39
Avondale,upper-mid,-17.785292920640572,31.030143084301713,5.32,3,2,287,825,22,0,1,0,1,290847.16
Mabelreign,middle,-17.8081493029244,31.008375066280358,4.64,3,2,185,585,24,0,0,0,1,121465.47
Glen View,township,-17.932669919472765,30.98085550925604,13.19,3,3,67,376,5,0,0,0,1,54180.1
Vainona,upper-mid,-17.779620533660186,31.08357379306744,7.02,4,3,191,912,24,0,1,1,1,397603.5
Ballantyne Park,premium,-17.769440270097615,31.07940046299021,7.75,4,3,332,1398,0,1,1,0,1,571680.81
Hatfield,middle,-17.875283353056897,31.094190422703516,7.17,6,5,149,806,4,0,0,0,0,198789.89
Avonlea,middle,-17.766749261815026,30.995315213164275,8.87,2,2,215,461,14,0,1,0,1,197459.46
Highlands,upper-mid,-17.794881363577005,31.064647681868195,4.52,6,5,339,2132,7,0,1,0,1,525479.27
Hatfield,middle,-17.86809332133647,31.081482518273173,5.65,3,3,122,200,18,0,1,1,1,161049.34
Marlborough,middle,-17.778669717828414,30.951086826284353,11.52,3,2,207,407,27,0,1,1,1,215848.0
Belvedere,middle,-17.852874671080333,31.023562894772823,3.33,7,6,203,1306,21,0,1,0,1,229416.4
Greendale,upper-mid,-17.79097760290174,31.126962600331503,9.75,2,2,261,1364,25,0,0,0,1,291294.96
Avondale,upper-mid,-17.78957438163797,31.032085345674112,4.8,5,4,339,1074,27,0,1,1,1,309661.88
